WARNING:tensorflow:From /data/homezvol2/andyz8/.local/lib/python3.8/site-packages/tensorflow/python/compat/v2_compat.py:101: disable_resource_variables (from tensorflow.python.ops.variable_scope) is deprecated and will be removed in a future version.
Instructions for updating:
non-resource variables are not supported in the long term
Using TensorFlow 2 backend.

./DDA/2D-MRI/inverse-ray/complex/2/
Compiling model...
Building feed-forward neural network...
'build' took 0.051565 s

2022-08-18 01:26:37.966309: I tensorflow/core/platform/cpu_feature_guard.cc:142] This TensorFlow binary is optimized with oneAPI Deep Neural Network Library (oneDNN) to use the following CPU instructions in performance-critical operations:  AVX2 AVX512F FMA
To enable them in other operations, rebuild TensorFlow with the appropriate compiler flags.
2022-08-18 01:26:39.821892: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1510] Created device /job:localhost/replica:0/task:0/device:GPU:0 with 14647 MB memory:  -> device: 0, name: Tesla V100-FHHL-16GB, pci bus id: 0000:12:00.0, compute capability: 7.0
'compile' took 3.116257 s

Initializing variables...
Training model...

Step      Train loss              Test loss               Test metric
0         [4.46e-03, 2.69e-02]    [4.46e-03, 0.00e+00]    []  
1000      [5.72e-04, 2.65e-03]    [5.72e-04, 0.00e+00]    []  
2000      [4.14e-04, 1.61e-03]    [4.14e-04, 0.00e+00]    []  
3000      [2.78e-04, 9.26e-04]    [2.78e-04, 0.00e+00]    []  
4000      [1.97e-04, 5.62e-04]    [1.97e-04, 0.00e+00]    []  
5000      [1.24e-04, 1.87e-04]    [1.24e-04, 0.00e+00]    []  
6000      [1.09e-04, 2.14e-04]    [1.09e-04, 0.00e+00]    []  
7000      [1.08e-04, 2.21e-04]    [1.08e-04, 0.00e+00]    []  
8000      [6.95e-05, 1.03e-04]    [6.95e-05, 0.00e+00]    []  
9000      [5.38e-05, 7.61e-05]    [5.38e-05, 0.00e+00]    []  
10000     [1.00e-04, 1.27e-04]    [1.00e-04, 0.00e+00]    []  
11000     [8.67e-05, 1.13e-04]    [8.67e-05, 0.00e+00]    []  
12000     [5.08e-05, 7.80e-05]    [5.08e-05, 0.00e+00]    []  
13000     [8.40e-05, 9.86e-05]    [8.40e-05, 0.00e+00]    []  
14000     [7.31e-05, 1.03e-04]    [7.31e-05, 0.00e+00]    []  
15000     [6.91e-05, 8.50e-05]    [6.91e-05, 0.00e+00]    []  
16000     [4.94e-05, 7.77e-05]    [4.94e-05, 0.00e+00]    []  
17000     [4.92e-05, 5.43e-05]    [4.92e-05, 0.00e+00]    []  
18000     [7.35e-05, 8.48e-05]    [7.35e-05, 0.00e+00]    []  
19000     [5.99e-05, 7.14e-05]    [5.99e-05, 0.00e+00]    []  
20000     [6.97e-05, 8.58e-05]    [6.97e-05, 0.00e+00]    []  
21000     [8.09e-05, 8.99e-05]    [8.09e-05, 0.00e+00]    []  
22000     [3.18e-05, 5.22e-05]    [3.18e-05, 0.00e+00]    []  
23000     [3.28e-05, 9.02e-05]    [3.28e-05, 0.00e+00]    []  
24000     [5.22e-05, 6.47e-05]    [5.22e-05, 0.00e+00]    []  
25000     [2.80e-05, 4.03e-05]    [2.80e-05, 0.00e+00]    []  
26000     [2.71e-05, 5.23e-05]    [2.71e-05, 0.00e+00]    []  
27000     [2.53e-05, 2.90e-05]    [2.53e-05, 0.00e+00]    []  
28000     [4.24e-05, 6.50e-05]    [4.24e-05, 0.00e+00]    []  
29000     [3.51e-05, 3.75e-05]    [3.51e-05, 0.00e+00]    []  
30000     [3.98e-05, 5.28e-05]    [3.98e-05, 0.00e+00]    []  
31000     [3.00e-05, 3.62e-05]    [3.00e-05, 0.00e+00]    []  
32000     [3.37e-05, 3.60e-05]    [3.37e-05, 0.00e+00]    []  
33000     [2.66e-05, 3.11e-05]    [2.66e-05, 0.00e+00]    []  
34000     [2.99e-05, 5.42e-05]    [2.99e-05, 0.00e+00]    []  
35000     [2.06e-05, 2.40e-05]    [2.06e-05, 0.00e+00]    []  
36000     [2.23e-05, 2.44e-05]    [2.23e-05, 0.00e+00]    []  
37000     [1.84e-05, 2.07e-05]    [1.84e-05, 0.00e+00]    []  
38000     [2.77e-05, 2.82e-05]    [2.77e-05, 0.00e+00]    []  
39000     [1.75e-05, 2.12e-05]    [1.75e-05, 0.00e+00]    []  
40000     [2.19e-05, 2.33e-05]    [2.19e-05, 0.00e+00]    []  
41000     [2.23e-05, 2.31e-05]    [2.23e-05, 0.00e+00]    []  
42000     [1.57e-05, 1.49e-05]    [1.57e-05, 0.00e+00]    []  
43000     [2.16e-05, 2.95e-05]    [2.16e-05, 0.00e+00]    []  
44000     [1.55e-05, 1.48e-05]    [1.55e-05, 0.00e+00]    []  
45000     [1.66e-05, 1.61e-05]    [1.66e-05, 0.00e+00]    []  
46000     [2.75e-05, 3.49e-05]    [2.75e-05, 0.00e+00]    []  
47000     [1.49e-05, 2.35e-05]    [1.49e-05, 0.00e+00]    []  
48000     [1.45e-05, 2.44e-05]    [1.45e-05, 0.00e+00]    []  
49000     [1.40e-05, 1.86e-05]    [1.40e-05, 0.00e+00]    []  
50000     [1.64e-05, 3.04e-05]    [1.64e-05, 0.00e+00]    []  
51000     [2.54e-05, 2.80e-05]    [2.54e-05, 0.00e+00]    []  
52000     [1.56e-05, 2.07e-05]    [1.56e-05, 0.00e+00]    []  
53000     [1.72e-05, 2.14e-05]    [1.72e-05, 0.00e+00]    []  
54000     [1.21e-05, 1.20e-05]    [1.21e-05, 0.00e+00]    []  
55000     [1.98e-05, 2.23e-05]    [1.98e-05, 0.00e+00]    []  
56000     [1.52e-05, 1.58e-05]    [1.52e-05, 0.00e+00]    []  
57000     [1.29e-05, 4.04e-05]    [1.29e-05, 0.00e+00]    []  
58000     [3.28e-05, 3.91e-05]    [3.28e-05, 0.00e+00]    []  
