0 [0.001, 0.001]
1400 [8.940464e-05, 1.663293e-03]
1410 [1.055238e-04, 1.647509e-03]
1420 [1.104769e-04, 1.647619e-03]
1430 [9.395005e-05, 1.664856e-03]
1440 [9.008036e-05, 1.671394e-03]
1450 [1.461972e-04, 1.622300e-03]
1460 [2.102411e-05, 1.726300e-03]
1470 [9.977225e-05, 1.653325e-03]
1480 [8.998526e-05, 1.674271e-03]
1490 [6.793302e-05, 1.697465e-03]
1500 [8.998204e-05, 1.678557e-03]
1510 [7.443178e-05, 1.695313e-03]
1520 [6.985382e-05, 1.695506e-03]
1530 [7.003224e-05, 1.693997e-03]
1540 [8.295709e-05, 1.685715e-03]
1550 [8.937433e-05, 1.681396e-03]
1560 [1.411307e-04, 1.640880e-03]
1570 [3.767575e-05, 1.728447e-03]
1580 [1.180267e-04, 1.653369e-03]
1590 [6.607777e-05, 1.710311e-03]
1600 [8.879231e-05, 1.695321e-03]
1610 [7.710432e-05, 1.706199e-03]
1620 [8.919789e-05, 1.698149e-03]
1630 [8.210715e-05, 1.707432e-03]
1640 [7.862286e-05, 1.712238e-03]
1650 [7.005207e-05, 1.703890e-03]
1660 [5.671950e-05, 1.727460e-03]
1670 [-5.802242e-06, 1.763400e-03]
1680 [8.146485e-05, 1.704054e-03]
1690 [1.123545e-04, 1.682344e-03]
1700 [6.426885e-05, 1.724497e-03]
1710 [9.259659e-05, 1.701371e-03]
1720 [7.867798e-05, 1.718105e-03]
1730 [9.018334e-05, 1.710613e-03]
1740 [9.716949e-05, 1.700163e-03]
1750 [9.989852e-05, 1.703096e-03]
1760 [1.002210e-04, 1.700385e-03]
1770 [1.133177e-04, 1.686974e-03]
1780 [1.376829e-04, 1.662739e-03]
1790 [5.176992e-05, 1.748190e-03]
1800 [8.669154e-05, 1.721888e-03]
1810 [1.103714e-04, 1.698080e-03]
1820 [1.107216e-04, 1.699267e-03]
1830 [9.398918e-05, 1.718164e-03]
1840 [9.675057e-05, 1.718231e-03]
1850 [1.568404e-04, 1.652909e-03]
1860 [4.631813e-05, 1.756841e-03]
1870 [1.019691e-04, 1.693028e-03]
1880 [7.739591e-05, 1.739659e-03]
1890 [8.833571e-05, 1.714128e-03]
1900 [8.333387e-05, 1.728210e-03]
1910 [8.115538e-05, 1.738275e-03]
1920 [7.024338e-05, 1.745837e-03]
1930 [2.291940e-05, 1.785726e-03]
1940 [1.179144e-04, 1.705742e-03]
1950 [6.047807e-05, 1.753647e-03]
1960 [9.327708e-05, 1.726441e-03]
1970 [9.507249e-05, 1.725911e-03]
1980 [7.751035e-05, 1.746239e-03]
1990 [7.746133e-05, 1.747886e-03]
2000 [6.406991e-05, 1.751464e-03]
2010 [5.009790e-05, 1.765160e-03]
2020 [6.294968e-05, 1.752295e-03]
2030 [1.040638e-04, 1.720611e-03]
2040 [1.223655e-04, 1.702721e-03]
2050 [1.146571e-04, 1.708752e-03]
2060 [6.879056e-05, 1.756736e-03]
2070 [4.801878e-05, 1.777349e-03]
2080 [7.437481e-05, 1.753050e-03]
2090 [1.099653e-04, 1.718774e-03]
2100 [1.077371e-04, 1.725923e-03]
2110 [1.155076e-04, 1.714298e-03]
2120 [1.141965e-04, 1.716024e-03]
2130 [1.076767e-04, 1.726771e-03]
2140 [1.145440e-04, 1.721914e-03]
2150 [1.424300e-04, 1.692808e-03]
2160 [6.964359e-05, 1.763255e-03]
2170 [7.345201e-05, 1.761402e-03]
2180 [9.556596e-05, 1.742022e-03]
2190 [1.049781e-04, 1.726812e-03]
2200 [9.875448e-05, 1.738739e-03]
2210 [1.203394e-04, 1.713847e-03]
2220 [1.325419e-04, 1.696834e-03]
2230 [5.879208e-05, 1.766827e-03]
2240 [7.895220e-05, 1.759581e-03]
2250 [9.526371e-05, 1.745782e-03]
2260 [1.118199e-04, 1.731725e-03]
2270 [1.617013e-04, 1.677288e-03]
2280 [5.031189e-05, 1.783576e-03]
2290 [1.148975e-04, 1.728866e-03]
2300 [8.894363e-05, 1.752561e-03]
2310 [8.532564e-05, 1.756926e-03]
2320 [8.132645e-05, 1.763636e-03]
2330 [6.993680e-05, 1.775102e-03]
2340 [2.620992e-05, 1.808579e-03]
2350 [1.216008e-04, 1.723323e-03]
2360 [8.223321e-05, 1.763694e-03]
2370 [7.594234e-05, 1.768425e-03]
2380 [9.027280e-05, 1.751626e-03]
2390 [7.887415e-05, 1.766320e-03]
2400 [5.332568e-05, 1.789207e-03]
2410 [5.643254e-05, 1.782153e-03]
2420 [1.214189e-04, 1.724501e-03]
2430 [9.652907e-05, 1.754718e-03]
2440 [8.521535e-05, 1.765596e-03]
2450 [8.561612e-05, 1.764735e-03]
2460 [8.455414e-05, 1.766258e-03]
2470 [6.199833e-05, 1.788985e-03]
2480 [2.050132e-05, 1.804614e-03]
2490 [4.183682e-05, 1.778407e-03]
2500 [1.118022e-04, 1.737901e-03]
2510 [9.957542e-05, 1.753644e-03]
2520 [7.837672e-05, 1.761985e-03]
2530 [9.902917e-05, 1.752810e-03]
2540 [9.096938e-05, 1.764533e-03]
2550 [9.340485e-05, 1.760376e-03]
2560 [8.725868e-05, 1.767181e-03]
2570 [8.763912e-05, 1.769645e-03]
2580 [8.953920e-05, 1.734017e-03]
2590 [8.738310e-05, 1.749115e-03]
2600 [9.558725e-05, 1.763255e-03]
2610 [8.398564e-05, 1.767716e-03]
2620 [5.860346e-05, 1.789919e-03]
2630 [1.966226e-05, 1.825037e-03]
2640 [1.269723e-04, 1.724957e-03]
2650 [7.449081e-05, 1.780909e-03]
2660 [1.098710e-04, 1.749130e-03]
2670 [8.257484e-05, 1.778017e-03]
2680 [9.896440e-05, 1.763326e-03]
2690 [1.009337e-04, 1.762222e-03]
2700 [1.024761e-04, 1.761740e-03]
2710 [1.180150e-04, 1.738554e-03]
2720 [1.381323e-04, 1.717605e-03]
2730 [8.125015e-05, 1.776104e-03]
2740 [7.094238e-05, 1.787953e-03]
2750 [8.883644e-05, 1.771941e-03]
2760 [9.558051e-05, 1.767622e-03]
2770 [1.049788e-04, 1.760277e-03]
2780 [1.657380e-04, 1.698796e-03]
2790 [4.248939e-05, 1.817898e-03]
2800 [1.299184e-04, 1.731415e-03]
2810 [8.525024e-05, 1.777218e-03]
2820 [9.459911e-05, 1.766967e-03]
2830 [9.840300e-05, 1.767025e-03]
2840 [9.541803e-05, 1.771524e-03]
2850 [9.244480e-05, 1.774928e-03]
2860 [1.015275e-04, 1.749787e-03]
2870 [9.434397e-05, 1.755059e-03]
2880 [8.404384e-05, 1.764685e-03]
2890 [8.949016e-05, 1.773333e-03]
2900 [7.573717e-05, 1.788525e-03]
2910 [2.975125e-05, 1.825227e-03]
2920 [1.225092e-04, 1.737475e-03]
2930 [9.008322e-05, 1.773297e-03]
2940 [7.845747e-05, 1.784609e-03]
2950 [9.927463e-05, 1.767761e-03]
2960 [1.088308e-04, 1.761461e-03]
2970 [1.279034e-04, 1.743442e-03]
2980 [1.472601e-04, 1.720860e-03]
2990 [6.467486e-05, 1.801876e-03]
3000 [9.412930e-05, 1.778652e-03]
3010 [1.111832e-04, 1.761899e-03]
3020 [1.129766e-04, 1.761117e-03]
3030 [1.224595e-04, 1.748996e-03]
3040 [1.283839e-04, 1.744296e-03]
3050 [1.176375e-04, 1.746051e-03]
3060 [9.482298e-05, 1.767996e-03]
3070 [8.595205e-05, 1.780154e-03]
3080 [5.303371e-05, 1.815556e-03]
3090 [6.532486e-05, 1.798489e-03]
3100 [1.102726e-04, 1.753587e-03]
3110 [7.740578e-05, 1.791258e-03]
3120 [1.139067e-04, 1.756647e-03]
3130 [8.588529e-05, 1.789051e-03]
3140 [6.948000e-05, 1.778809e-03]
3150 [1.020897e-04, 1.757747e-03]
3160 [9.558830e-05, 1.753816e-03]
3170 [1.023642e-04, 1.767221e-03]
3180 [1.130428e-04, 1.766003e-03]
3190 [1.508921e-04, 1.721314e-03]
3200 [9.308338e-05, 1.777612e-03]
3210 [1.192786e-04, 1.755076e-03]
3220 [9.255431e-05, 1.782446e-03]
3230 [9.756036e-05, 1.777150e-03]
3240 [1.017414e-04, 1.775196e-03]
3250 [8.811330e-05, 1.789590e-03]
3260 [8.382438e-05, 1.789368e-03]
3270 [8.695290e-05, 1.791383e-03]
3280 [8.209863e-05, 1.795902e-03]
3290 [5.984872e-05, 1.815608e-03]
3300 [6.156077e-05, 1.811323e-03]
3310 [1.295493e-04, 1.744900e-03]
3320 [1.030729e-04, 1.776116e-03]
3330 [8.553776e-05, 1.794307e-03]
3340 [7.662464e-05, 1.804965e-03]
3350 [5.622437e-05, 1.823627e-03]
3360 [8.348935e-05, 1.797543e-03]
3370 [1.250044e-04, 1.758083e-03]
3380 [1.330294e-04, 1.749886e-03]
3390 [9.796450e-05, 1.784305e-03]
3400 [7.503488e-05, 1.792449e-03]
3410 [7.746248e-05, 1.783644e-03]
3420 [9.024694e-05, 1.779458e-03]
3430 [9.007160e-05, 1.784930e-03]
3440 [6.865656e-05, 1.810008e-03]
3450 [2.026424e-05, 1.846337e-03]
3460 [1.298718e-04, 1.744202e-03]
3470 [9.039134e-05, 1.790143e-03]
3480 [9.943612e-05, 1.778427e-03]
3490 [9.167477e-05, 1.785409e-03]
3500 [1.054495e-04, 1.772445e-03]
3510 [9.800827e-05, 1.784591e-03]
3520 [9.735171e-05, 1.786144e-03]
3530 [9.625009e-05, 1.788781e-03]
3540 [9.239697e-05, 1.791835e-03]
3550 [8.083545e-05, 1.804997e-03]
3560 [2.366799e-05, 1.855078e-03]
3570 [1.464019e-04, 1.737432e-03]
3580 [6.949552e-05, 1.816604e-03]
3590 [1.134817e-04, 1.771530e-03]
3600 [9.433390e-05, 1.790713e-03]
3610 [1.090985e-04, 1.779476e-03]
3620 [1.006343e-04, 1.788480e-03]
3630 [9.503372e-05, 1.780714e-03]
3640 [1.016155e-04, 1.776204e-03]
3650 [1.039168e-04, 1.774920e-03]
3660 [1.379719e-04, 1.743525e-03]
3670 [1.427285e-04, 1.736528e-03]
3680 [8.526913e-05, 1.791460e-03]
3690 [1.203412e-04, 1.763656e-03]
3700 [8.687199e-05, 1.795978e-03]
3710 [1.066432e-04, 1.781241e-03]
3720 [1.102037e-04, 1.779542e-03]
3730 [1.076678e-04, 1.784112e-03]
3740 [1.140289e-04, 1.778893e-03]
3750 [1.550327e-04, 1.728569e-03]
3760 [1.025471e-04, 1.770193e-03]
3770 [9.213031e-05, 1.791811e-03]
3780 [1.180918e-04, 1.763663e-03]
3790 [9.711434e-05, 1.789684e-03]
3800 [9.219071e-05, 1.799161e-03]
3810 [8.902072e-05, 1.803881e-03]
3820 [6.762492e-05, 1.825989e-03]
3830 [5.132324e-05, 1.838100e-03]
3840 [1.397800e-04, 1.750937e-03]
3850 [9.524898e-05, 1.799693e-03]
3860 [8.879199e-05, 1.805073e-03]
3870 [1.062781e-04, 1.777483e-03]
3880 [1.143882e-04, 1.770643e-03]
3890 [1.189484e-04, 1.769854e-03]
3900 [1.436340e-04, 1.746360e-03]
3910 [1.292233e-04, 1.761356e-03]
3920 [8.253910e-05, 1.806196e-03]
3930 [8.976497e-05, 1.801391e-03]
3940 [8.782492e-05, 1.805333e-03]
3950 [8.041105e-05, 1.812563e-03]
3960 [5.427118e-05, 1.839962e-03]
3970 [9.970865e-05, 1.795711e-03]
3980 [1.356438e-04, 1.760956e-03]
3990 [1.082913e-04, 1.787747e-03]
4000 [9.963343e-05, 1.791499e-03]
4010 [1.081694e-04, 1.781087e-03]
4020 [1.089675e-04, 1.785446e-03]
4030 [1.405132e-04, 1.753936e-03]
4040 [1.599789e-04, 1.728749e-03]
4050 [1.032137e-04, 1.787633e-03]
4060 [1.032951e-04, 1.791209e-03]
4070 [1.063259e-04, 1.788442e-03]
4080 [1.025930e-04, 1.794557e-03]
4090 [1.069756e-04, 1.792270e-03]
4100 [1.002413e-04, 1.800693e-03]
4110 [9.161928e-05, 1.804415e-03]
4120 [8.332242e-05, 1.817962e-03]
4130 [8.295775e-05, 1.802259e-03]
4140 [9.652165e-05, 1.799899e-03]
4150 [8.304774e-05, 1.815906e-03]
4160 [3.633978e-05, 1.857276e-03]
4170 [1.368182e-04, 1.761618e-03]
4180 [1.054996e-04, 1.798559e-03]
4190 [9.192758e-05, 1.810152e-03]
4200 [1.168929e-04, 1.786251e-03]
4210 [1.196871e-04, 1.784349e-03]
4220 [1.215930e-04, 1.754667e-03]
4230 [1.212947e-04, 1.763526e-03]
4240 [9.839547e-05, 1.776434e-03]
4250 [9.604046e-05, 1.786614e-03]
4260 [9.518767e-05, 1.806798e-03]
4270 [1.611178e-05, 1.884335e-03]
4280 [1.779085e-04, 1.718695e-03]
4290 [9.376628e-05, 1.810818e-03]
4300 [9.718993e-05, 1.806287e-03]
4310 [1.233130e-04, 1.780100e-03]
4320 [9.744053e-05, 1.806786e-03]
4330 [1.133028e-04, 1.792116e-03]
4340 [1.033525e-04, 1.803630e-03]
4350 [1.090984e-04, 1.798965e-03]
4360 [1.069366e-04, 1.798127e-03]
4370 [1.048111e-04, 1.805497e-03]
4380 [1.008846e-04, 1.786305e-03]
4390 [1.127858e-04, 1.789628e-03]
4400 [1.128323e-04, 1.793824e-03]
4410 [1.134785e-04, 1.787758e-03]
4420 [1.668728e-04, 1.737567e-03]
4430 [9.151606e-05, 1.814815e-03]
4440 [1.513804e-04, 1.755888e-03]
4450 [8.335349e-05, 1.824191e-03]
4460 [1.231596e-04, 1.784708e-03]
4470 [1.002105e-04, 1.808783e-03]
4480 [1.156727e-04, 1.793873e-03]
4490 [1.081112e-04, 1.800880e-03]
4500 [1.168201e-04, 1.782816e-03]
4510 [1.130490e-04, 1.785442e-03]
4520 [1.061122e-04, 1.795983e-03]
4530 [1.015973e-04, 1.804829e-03]
4540 [8.036010e-05, 1.828882e-03]
4550 [3.402132e-05, 1.867875e-03]
4560 [1.479904e-04, 1.752789e-03]
4570 [8.855386e-05, 1.817115e-03]
4580 [1.177548e-04, 1.785655e-03]
4590 [1.078734e-04, 1.796643e-03]
4600 [1.112519e-04, 1.795233e-03]
4610 [1.024428e-04, 1.807687e-03]
4620 [1.055909e-04, 1.807818e-03]
4630 [9.381892e-05, 1.819813e-03]
4640 [4.466315e-05, 1.864372e-03]
4650 [1.386384e-04, 1.768336e-03]
4660 [1.055088e-04, 1.802668e-03]
4670 [1.018335e-04, 1.808258e-03]
4680 [1.195908e-04, 1.792673e-03]
4690 [1.030204e-04, 1.804727e-03]
4700 [8.117473e-05, 1.831399e-03]
4710 [8.542046e-05, 1.826531e-03]
4720 [1.037309e-04, 1.810472e-03]
4730 [1.046027e-04, 1.812314e-03]
4740 [8.904854e-05, 1.829115e-03]
4750 [2.329069e-05, 1.885832e-03]
4760 [1.613970e-04, 1.745644e-03]
4770 [8.852708e-05, 1.823169e-03]
4780 [1.179526e-04, 1.790684e-03]
4790 [1.142866e-04, 1.797435e-03]
4800 [1.135478e-04, 1.800668e-03]
4810 [1.075527e-04, 1.807943e-03]
4820 [1.125605e-04, 1.789332e-03]
4830 [1.171841e-04, 1.783242e-03]
4840 [1.110821e-04, 1.791190e-03]
4850 [1.076682e-04, 1.794324e-03]
4860 [1.298796e-04, 1.786635e-03]
4870 [2.063853e-04, 1.696494e-03]
4880 [6.879897e-05, 1.837291e-03]
4890 [1.354398e-04, 1.770002e-03]
4900 [1.001204e-04, 1.810111e-03]
4910 [1.229992e-04, 1.793201e-03]
4920 [1.049010e-04, 1.811938e-03]
4930 [1.169783e-04, 1.803348e-03]
4940 [1.177479e-04, 1.805052e-03]
4950 [1.167318e-04, 1.807608e-03]
4960 [1.197663e-04, 1.806008e-03]
4970 [1.464026e-04, 1.778403e-03]
4980 [1.812035e-04, 1.737579e-03]
4990 [9.935073e-05, 1.813618e-03]
5000 [1.277165e-04, 1.789770e-03]
5010 [1.029038e-04, 1.810689e-03]
5020 [1.233405e-04, 1.798068e-03]
5030 [1.114257e-04, 1.812420e-03]
5040 [1.114930e-04, 1.814351e-03]
5050 [1.121457e-04, 1.815092e-03]
5060 [1.019274e-04, 1.819382e-03]
5070 [6.957290e-05, 1.854806e-03]
5080 [8.953622e-05, 1.830165e-03]
5090 [1.459098e-04, 1.775877e-03]
5100 [1.046909e-04, 1.819493e-03]
5110 [1.086057e-04, 1.817183e-03]
5120 [1.167225e-04, 1.808617e-03]
5130 [1.107295e-04, 1.810830e-03]
5140 [8.809616e-05, 1.837712e-03]
5150 [4.487020e-05, 1.878068e-03]
5160 [1.618840e-04, 1.762938e-03]
5170 [9.464965e-05, 1.836084e-03]
5180 [1.254114e-04, 1.804269e-03]
5190 [1.252312e-04, 1.806121e-03]
5200 [1.132166e-04, 1.801457e-03]
5210 [1.213443e-04, 1.787922e-03]
5220 [1.195078e-04, 1.795312e-03]
5230 [1.187850e-04, 1.799227e-03]
5240 [1.399978e-04, 1.784508e-03]
5250 [2.008648e-04, 1.713097e-03]
5260 [8.580460e-05, 1.831795e-03]
5270 [1.351253e-04, 1.778866e-03]
5280 [9.997282e-05, 1.817273e-03]
5290 [1.282697e-04, 1.802950e-03]
5300 [1.215021e-04, 1.808565e-03]
5310 [1.146794e-04, 1.817508e-03]
5320 [1.116794e-04, 1.823939e-03]
5330 [9.100887e-05, 1.845543e-03]
5340 [5.076447e-05, 1.878406e-03]
5350 [1.590641e-04, 1.767625e-03]
5360 [1.006256e-04, 1.829594e-03]
5370 [1.242105e-04, 1.804387e-03]
5380 [1.237773e-04, 1.806161e-03]
5390 [1.200991e-04, 1.813313e-03]
5400 [1.155295e-04, 1.820652e-03]
5410 [1.098553e-04, 1.829703e-03]
5420 [7.001396e-05, 1.869245e-03]
5430 [1.074738e-04, 1.823702e-03]
5440 [1.180891e-04, 1.808481e-03]
5450 [1.107958e-04, 1.817914e-03]
5460 [1.261182e-04, 1.795684e-03]
5470 [1.223625e-04, 1.810370e-03]
5480 [1.178414e-04, 1.821531e-03]
5490 [1.114895e-04, 1.810744e-03]
5500 [1.077024e-04, 1.800198e-03]
5510 [1.048704e-04, 1.817254e-03]
5520 [5.891977e-05, 1.871686e-03]
5530 [1.442911e-04, 1.783007e-03]
5540 [1.077675e-04, 1.829610e-03]
5550 [1.257061e-04, 1.816130e-03]
5560 [1.310195e-04, 1.812170e-03]
5570 [1.127171e-04, 1.829175e-03]
5580 [1.195320e-04, 1.824968e-03]
5590 [1.213440e-04, 1.825202e-03]
5600 [1.104356e-04, 1.835326e-03]
5610 [5.723836e-05, 1.877968e-03]
5620 [1.514348e-04, 1.782470e-03]
5630 [1.165335e-04, 1.823971e-03]
5640 [1.145916e-04, 1.826452e-03]
5650 [1.366278e-04, 1.808306e-03]
5660 [1.302870e-04, 1.816753e-03]
5670 [1.256333e-04, 1.824083e-03]
5680 [1.288807e-04, 1.822412e-03]
5690 [1.442108e-04, 1.796416e-03]
5700 [1.975670e-04, 1.725002e-03]
5710 [8.334583e-05, 1.854968e-03]
5720 [1.562566e-04, 1.779760e-03]
5730 [1.031871e-04, 1.827934e-03]
5740 [1.328413e-04, 1.811763e-03]
5750 [1.309575e-04, 1.818428e-03]
5760 [1.217683e-04, 1.826840e-03]
5770 [1.187945e-04, 1.829257e-03]
5780 [1.104395e-04, 1.834943e-03]
5790 [7.905356e-05, 1.868084e-03]
5800 [1.032290e-04, 1.842049e-03]
5810 [1.596913e-04, 1.791284e-03]
5820 [1.129307e-04, 1.840480e-03]
5830 [1.245253e-04, 1.829831e-03]
5840 [1.362219e-04, 1.819062e-03]
5850 [1.433969e-04, 1.814285e-03]
5860 [1.635594e-04, 1.780458e-03]
5870 [1.518496e-04, 1.780465e-03]
5880 [1.212658e-04, 1.819523e-03]
5890 [1.007422e-04, 1.841649e-03]
5900 [9.974358e-05, 1.850374e-03]
5910 [1.098333e-04, 1.845440e-03]
5920 [1.151294e-04, 1.831798e-03]
5930 [1.265877e-04, 1.822287e-03]
5940 [1.134884e-04, 1.841303e-03]
5950 [4.479376e-05, 1.910540e-03]
5960 [1.943404e-04, 1.762207e-03]
5970 [9.793149e-05, 1.866199e-03]
5980 [1.441043e-04, 1.813484e-03]
5990 [1.326344e-04, 1.827833e-03]
6000 [1.309589e-04, 1.830656e-03]
6010 [1.296634e-04, 1.835358e-03]
6020 [1.271513e-04, 1.834118e-03]
6030 [1.060636e-04, 1.855612e-03]
6040 [1.511402e-04, 1.804088e-03]
6050 [1.350920e-04, 1.825796e-03]
6060 [1.206823e-04, 1.844099e-03]
6070 [1.133707e-04, 1.851721e-03]
6080 [1.132745e-04, 1.851461e-03]
6090 [1.054427e-04, 1.857140e-03]
6100 [9.768963e-05, 1.857160e-03]
6110 [1.240231e-04, 1.842093e-03]
6120 [1.443293e-04, 1.823942e-03]
6130 [1.707643e-04, 1.798510e-03]
6140 [1.885609e-04, 1.777400e-03]
6150 [9.920483e-05, 1.871112e-03]
6160 [1.504785e-04, 1.821183e-03]
6170 [1.441620e-04, 1.829724e-03]
6180 [1.266165e-04, 1.848497e-03]
6190 [1.234800e-04, 1.851761e-03]
6200 [1.407476e-04, 1.826843e-03]
6210 [1.418021e-04, 1.812616e-03]
6220 [1.851927e-04, 1.786649e-03]
6230 [1.654325e-04, 1.808325e-03]
6240 [1.051651e-04, 1.864537e-03]
6250 [1.535545e-04, 1.819424e-03]
6260 [1.447241e-04, 1.833199e-03]
6270 [1.252186e-04, 1.846733e-03]
6280 [1.207669e-04, 1.852086e-03]
6290 [1.011727e-04, 1.873765e-03]
6300 [1.036219e-04, 1.875969e-03]
6310 [1.645828e-04, 1.814959e-03]
6320 [1.606909e-04, 1.820383e-03]
6330 [1.352004e-04, 1.845989e-03]
6340 [1.289836e-04, 1.843796e-03]
6350 [1.296748e-04, 1.847106e-03]
6360 [9.662876e-05, 1.885176e-03]
6370 [1.102967e-04, 1.872716e-03]
6380 [1.570934e-04, 1.829740e-03]
6390 [1.343075e-04, 1.852819e-03]
